,Contexto,Documento,Pregunta,Respuesta,Modelo,Indice original
10,"(cid:157) Participación activa en la formación dirigida a las familias, en temáticas relacionadas con la educación socio-emocional y en valores éticos de sus hijos e hijas. (cid:157) Apertura para utilizar los recursos comunitarios (pediatría, salud mental, servicios sociales…). AAccttuuaacciioonneess ddeell DDeeppaarrttaammeennttoo ddee EEdduuccaacciióónn:: (cid:157) Diseño de actividades formativas sobre los temas de duelo y prevención de conductas suicidas, en cada plan anual de formación para el profesorado. (cid:157) Asesoramiento a las comunidades educativas a través de la Inspección Educativa y de la Asesoría para la Convivencia, en los casos en que se solicite. 8 5 a n i g á P ACTUACIÓN DEL SISTEMA DE EDUCACIÓN ANTE EL SUICIDIO. 8 (cid:157) Impulso de medidas de colaboración entre los centros educativos y otros la sensibilización y desarrollo de medidas profesionales especializados, para preventivas y recursos asistenciales. En este marco se sitúa el “Convenio de colaboración e",000ProtocoloPrevencionSuicidio3 Navarra.pdf,¿Cuál es el propósito del Convenio de colaboración entre los centros educativos y otros recursos asistenciales para prevenir el suicidio?,El propósito del Convenio de colaboración es desarrollar e implementar medidas preventivas y asistenciales para reducir el riesgo de suicidio en el alumnado y personal de los centros educativos.,bertin-project/bertin-gpt-j-6B-alpaca,10
11,"El Centro de Gestión de Emergencias 112 SOS Navarra tiene por misión el facilitar a los ciudadanos, en el ámbito de la Comunidad Foral de Navarra, un acceso rápido, fácil y gratuito a los servicios de urgencias, emergencias y seguridad de la Comunidad Foral de Navarra, cualquiera que sea la Administración Pública de la que dependan. Este servicio se presta mediante la atención telefónica personalizada de las llamadas de urgencia y emergencia efectuadas por los ciudadanos, y el aviso inmediato a los distintos organismos encargados de la resolución del incidente, así como la coordinación de los mismos. La atención de llamadas de emergencia da lugar a que en muchas ocasiones sea el Centro de Gestión de Emergencias el primer contacto con las diversas situaciones que pueden generar conductas suicidas o con las propias conductas: atención a enfermos mentales, víctimas de violencia de género, menores o mayores maltratados por su entorno familiar, consumidores de sustancias estupefacientes son",000ProtocoloPrevencionSuicidio3 Navarra.pdf,¿Cuál es el propósito del Centro de Gestión de Emergencias 112 SOS Navarra?,"El propósito del Centro de Gestión de Emergencias 112 SOS Navarra es facilitar a los ciudadanos, en el ámbito de la Comunidad Foral de Navarra, un acceso rápido, fácil y gratuito a los servicios de urgencias, emergencias y seguridad de la Comunidad Foral de Navarra, cualquiera que sea la Administración Pública de la que dependan.",bertin-project/bertin-gpt-j-6B-alpaca,11
12,"Menor y Director/a Servicio Profesional de referencia Director/a del centro Director/a del Centro Equipo técnico Infanto-Juvenil En los días siguientes: Valorar las necesidades de apoyo a adultos y otros menores de la familia y ofrecer mediación para obtener los apoyos que se consideren o articularlos directamente (EAIA, Centro de Salud Mental, Servicio de Orientación, Equipo externo…) Información a la prensa: comunicación por teléfono a los medios, evitando la publicidad en la medida de lo posible y acordando los términos en que se dará la información en caso de que sea preciso Recogida de información y elaboración de informe Comunicar los hechos a las familias del resto de menores Evaluación y análisis. Establecimiento de posibles modificaciones en el protocolo de prevención de conductas suicidas Entrevista con la familia para: (cid:157) Entregar enseres del menor (cid:157) Entregar la Resolución de baja del centro (cid:157) Dar información pormenorizada de lo que se sabe y legalment",000ProtocoloPrevencionSuicidio3 Navarra.pdf,¿Cuál es el propósito de la Resolución de baja del centro?,La Resolución de baja del centro es emitida por el Director/a del centro y tiene como objetivo permitir que un menor sea entregado a su familia o ser puesto en una familia adoptiva alternativa. También se utiliza a veces para permitir que un menor sea dado de alta del centro debido a que ya no es necesario que permanezca allí.,bertin-project/bertin-gpt-j-6B-alpaca,12
13,"(cid:157) Preparación de documentos para cuando no esté: cartas de despedida, testamento, seguro de vida… (cid:157) Despedidas o contactos telefónicos con gente con la que tiene poco contacto habitualmente. (cid:157) Donación de objetos de valor. (cid:157) Aparición de lesiones o cortes recientes. Estado anímico: 0 7 a n i g á P ACTUACIÓN DEL SISTEMA DE SERVICIOS SOCIALES. 9 (cid:157) Desesperanza, tristeza, sentimiento de culpa, síntomas somáticos como falta de apetito, pérdida de sueño… Entrevista Estructurada para la Evaluación de la Conducta Suicida (adaptada del C-SSRS). Se recomienda aplicarla cuando la presencia de conductas, verbales o no, indican riesgo de intento autolítico (Anexo 2) y Anexo 3 en el caso de adolescentes y niños/as mayores). 9.5.2. Actuaciones ante el Riesgo (Ver flujograma 8 capítulo 12). Los centros residenciales deben elaborar sus propios protocolos. Algunos, como las Residencias de Atención a Enfermos Mentales (RAEM) o algunos centros de menores ya cuentan",000ProtocoloPrevencionSuicidio3 Navarra.pdf,¿Cuál es el propósito de la entrevista estructurada para la evaluación de la conducta suicida (C-SSRS)?,"La entrevista estructurada para la evaluación de la conducta suicida (C-SSRS) se utiliza para evaluar el riesgo de suicidio en individuos que puedan estar en alto riesgo de comportamiento suicida. Se recomienda cuando la presencia de ciertas conductas, verbales o no, indican un alto riesgo de intento autolítico. La entrevista está adaptada del Cuestionario de Evaluación de la Conducta Suicida (C-SSRS).",bertin-project/bertin-gpt-j-6B-alpaca,13
14,"Se calcula que un suicidio tiene un serio impacto sobre al menos otras 6 personas y que en el caso de jóvenes, este impacto es mucho mayor. En los últimos años se multiplican las iniciativas para prevenir los suicidios, encabezadas por la Organización Mundial de la Salud, que ya en 1999 lanzó el programa SUPRE (Suicide Prevention/Prevención del Suicidio). En España son varias las Comunidades Autónomas que cuentan con documentos encaminados a la prevención del suicidio y el Ministerio de Sanidad publicó en 2011 la “Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida” orientada al ámbito sanitario. El fenómeno del suicidio requiere para su correcto abordaje la atención de diversas autoridades públicas (no solo sanitarias) y de las organizaciones de la sociedad civil. Diversas investigaciones indican que la prevención del suicidio requiere una serie de actividades que van desde la provisión de las mejores condiciones posibles para la educación de jóvenes y niños y ",000ProtocoloPrevencionSuicidio3 Navarra.pdf,¿Cuál es el impacto estimado del suicidio en otras 6 personas?,"Se estima que el suicidio tiene un impacto grave en otras 6 personas, lo que resulta en una amplia gama de efectos emocionales, sociales y económicos para las familias y comunidades afectadas.",bertin-project/bertin-gpt-j-6B-alpaca,14
15,"Por un lado, informar de los hechos objetivamente y que pueden ser de interés del público y por otro, respetar el derecho a la privacidad y el dolor de la familia y evitar cualquier referencia que pudiera impactar negativamente en las personas vulnerables. Una política de información sensible a los efectos sobre la población debe incluir: (cid:157) Sensibilización de que el suicidio es un fenómeno complejo y multifactorial. (cid:157) El estigma que actualmente existe sobre la conducta suicida perjudica y causa problemas de salud emocional y mental. Los medios deben contribuir informando con veracidad sobre este fenómeno y contribuyendo a tratar el tema para superar el tabú. (cid:157) Difundir información sobre servicios de apoyo y teléfonos de contacto Expresiones a evitar (cid:131) Intento de suicidio exitoso (cid:131) Intento de suicidio frustrado (cid:131) Cometer suicidio (asociado con crimen) (cid:131) Víctima de suicidio (cid:131) Grito de ayuda (cid:131) Persona propensa al suic",000ProtocoloPrevencionSuicidio3 Navarra.pdf,¿Cuál es la política de la empresa con respecto al suicidio?,La política de la empresa es que cualquier empleado que se sienta abrumado o desafiado por problemas personales o familiares y que esté considerando el suicidio debe buscar ayuda de inmediato.,bertin-project/bertin-gpt-j-6B-alpaca,15
16,"Decir que alguien se ha ahorcado es mejor que decir que alguien se ha ahorcado en su habitación usando su camiseta de futbol. (cid:157) Evitar explicaciones simplistas 31Keith Hawton, “Samaritans Media Guidelines,” Samaritans (September 9, 2009): 1–32. 4 0 1 a n i g á P LA PREVENCIÓN DESDE LOS MEDIOS DE COMUNICACIÓN 14 (cid:131) El suicidio nunca es el resultado de un factor o acontecimiento. Son muchos los factores interrelacionados. (cid:131) Ej. Decir que la notificación de desahucio fue la causa del suicidio. Por otro lado, la relevancia que adquiere esta noticia en los medios ejerce una poderosa influencia en personas vulnerables. (cid:157) Evitar revelar el contenido de cualquier nota de suicidio (cid:131) Esta información atribuye al suicidio un carácter sensacionalista y romántico. Puede animar a otras personas a identificarse con el fallecido, sin olvidar el dolor que causa a la familia. (cid:157) No dar cobertura repetitiva a los memoriales públicos (cid:131) Las manifestacio",000ProtocoloPrevencionSuicidio3 Navarra.pdf,¿Cuál es la importancia de la notificación de desahucio en el suicidio de una persona?," La notificación de desahucio es un factor importante en el suicidio de una persona, ya que puede ser una señal de un problema de salud mental subyacente. También puede ser una señal de una situación financiera difícil, lo que lleva a un sentido de impotencia y desesperanza. Por lo tanto, es importante reconocer la notificación de desahucio como un posible factor contribuyente en el suicidio de una persona.",bertin-project/bertin-gpt-j-6B-alpaca,16
17,"408 PREVENCIÓN E INTERVENCIÓN ENFERMERA EN LA CONDUCTA SUICIDA FACTORES CLAVE EN ENFERMERÍA PARA LA PREVENCIÓN, DETECCIÓN Y TRATAMIENTO DE LA CONDUCTA SUICIDA Rasgos característicos del estado de ánimo de la persona con riesgo suicida Los profesionales de enfermería deben tener en cuenta a la hora de trabajar con personas suicidas tres rasgos en particular que son característicos del estado de ánimo en estas personas24: - Ambivalencia. Presentan una mezcla de sentimientos en torno al suicidio, el deseo de vivir y el de morir están presentes. Muchas personas en realidad no desean morir, simplemente no están satisfechas con su vida, por tanto, si se les proporciona apoyo y se fomenta el deseo de vivir, el riesgo de suicidio disminuye. - Impulsividad. El suicidio es también un acto impulsivo. Como cualquier otro impulso, el de cometer suicidio es transitorio y dura unos pocos minutos u horas. Normalmente se desencadena con los acontecimientos negativos del día a día. El profesional de enf",16 Prevencion e intervencion enfermera en conducta suicida.pdf,¿Cuál es el propósito de la enfermería en la prevención y detección de la conducta suicida?,"El propósito de la enfermería en la prevención y detección de la conducta suicida es identificar y ayudar a aquellos que están en riesgo de suicidio y proporcionarles la ayuda necesaria para evitar que ocurra un suicidio. Los enfermeros deben estar atentos a los signos de advertencia de la conducta suicida y estar al tanto de los recursos disponibles para ayudar a aquellos en riesgo. Además, los enfermeros deben asegurarse de que aquellos que han intentado suicidarse reciban la ayuda necesaria para superar su intento y que se les proporcione la asistencia de salud mental necesaria.",bertin-project/bertin-gpt-j-6B-alpaca,17
18,"Es necesario proporcionar a las enfermeras de atención primaria el conocimiento suficiente, oportuno y adecuado sobre las características principales del suicidio como problema de salud pública; sobre los indicadores suicidas, que son todas aquellas conductas o ideas que hacen probable la próxima ocurrencia de un comportamiento suicida, y sobre las orientaciones fundamentales para la intervención preventiva en los usuarios y en sus familias14. Según el documento elaborado por la oMS al respecto, los profesionales de Atención Primaria tienen un lugar privilegiado para la detección de factores de riesgo, ya que el centro de salud de atención primaria es a menudo la puerta de entrada a los servicios de salud de las personas con conducta suicida. Los médicos y las enfermeras de atención primaria tienen un papel importante en la detección de los pacientes con mayor riesgo de suicidio y en la prevención de esta conducta en la atención directa a los pacientes con problemas de salud mental, en",16 Prevencion e intervencion enfermera en conducta suicida.pdf,¿Qué documento publicó la OMS recientemente sobre la prevención del suicidio en Atención Primaria?,El documento publicado por la OMS recientemente sobre la prevención del suicidio en Atención Primaria es el documento de posición de la OMS sobre la prevención del suicidio en Atención Primaria.,bertin-project/bertin-gpt-j-6B-alpaca,18
19,"Se debe realizar una evaluación personalizada del riesgo de suicidio de todo paciente ingresado, sobre todo de aquellos que han cometido alguna tentativa o episodios de autolesión previos o que expresan sentimientos suicidas. El ingreso hospitalario sigue siendo una de las alternativas terapéuticas consideradas en primer lugar por los terapeutas para el tratamiento del suicidio23. Las conductas suicidas se convierten, por tanto, en una de las causas principales de la internación psiquiátrica, efectuada como intervención más que como contexto en donde realizar un procedimiento terapéutico. Hay que tener presente que conseguir la seguridad absoluta es imposible. Incluso el ingreso hospitalario no garantiza que el paciente no se suicide, siendo el ámbito supuestamente más seguro, hay un elevado número de suicidios realizados durante el ingreso hospitalario y sobre todo en la primera semana del ingreso. El alta hospitalaria también es una etapa crucial del tratamiento por el aumento del ri",16 Prevencion e intervencion enfermera en conducta suicida.pdf,¿Cuál es el propósito de la evaluación personalizada del riesgo de suicidio?,"El propósito de la evaluación personalizada del riesgo de suicidio es identificar a los pacientes que tienen un riesgo elevado de suicidio y proporcionarles una atención y una supervisión adicionales. Esto incluye a los pacientes que han cometido alguna tentativa o episodios de autolesión previos o que expresan sentimientos suicidas. El ingreso hospitalario sigue siendo una de las alternativas terapéuticas consideradas en primer lugar por los terapeutas para el tratamiento del suicidio23. Las conductas suicidas se convierten, por tanto, en una de las causas principales de la internación psiquiátrica, efectuada como intervención más que como contexto en donde realizar un procedimiento terapéutico. Hay que tener presente que conseguir la seguridad absoluta es imposible. Incluso el ingreso hospitalario no garantiza que el paciente no se suicide, siendo el ámbito supuestamente más seguro, hay un elevado número de suicidios realizados durante el ingreso hospitalario y sobre todo en la primera semana del ingreso. El alta hospitalaria también es una etapa crucial del tratamiento por el aumento del riesgo de suicidio.",bertin-project/bertin-gpt-j-6B-alpaca,19
20,"En cualquier caso, en los pacientes con trastornos mentales y riesgo de suicidio debe asegurarse una continuidad de cuidados y asistencia, así como un tratamiento correcto que incluya la verificación del cumplimiento farmacológico a dosis plenas. El personal de enfermería debe supervisar la dispensación de fármacos a pacientes con riesgo de utilización con fines suicidas y debe conocer los fármacos que se utilizan para este fin y los que son más letales. Compete a los agentes de salud, personal médico y de enfermería una adecuada educación sanitaria, ya que tienen la responsabilidad en la prescripción y vigilancia del cumplimiento de las pautas de tratamiento. El hecho de que la enfermera conozca las generalidades de los psicofármacos, las especificaciones acerca de los motivos de incumplimiento del tratamiento y el grado de adherencia al tratamiento en los distintos grupos le permitirá planificar las acciones de forma individualizada para conseguir el cumplimiento del tratamiento farm",16 Prevencion e intervencion enfermera en conducta suicida.pdf,¿Cuál es el papel de la enfermera en la adherencia al tratamiento farmacológico?,"La enfermera tiene un papel importante en la adherencia al tratamiento farmacológico. Su papel es supervisar la dispensación de fármacos, conocer los fármacos que se utilizan para tratar los trastornos mentales y estar al tanto de los posibles riesgos de suicidio. La enfermera también debe educar a los pacientes sobre la importancia de tomar los fármacos según lo prescrito y proporcionar una adecuada supervisión del cumplimiento del tratamiento.",bertin-project/bertin-gpt-j-6B-alpaca,20
21,"La falta de adherencia o el incumplimiento terapéutico constituyen un problema de especial importancia por las repercusiones que tienen, no sólo sobre la salud de los pacientes, sino también en las dinámicas familiares generadas, en el incremento del gasto 398 PREVENCIÓN E INTERVENCIÓN ENFERMERA EN LA CONDUCTA SUICIDA farmacéutico y el aumento de los costes sociales; sin olvidar posibles problemas legales asociados a suicidios u homicidios, o heteroagresiones. Es un elemento clave para la mejora del cumplimiento la interacción enfermera-paciente. La existencia de una buena comunicación entre ellos, informativa y persuasiva, es esencial para garantizar la adherencia, pues de ella depende en gran medida la confianza, el interés y la comprensión del paciente para recordar las recomendaciones recibidas y creer en su viabilidad. ofrecer una información adecuada a la persona y brindarle apoyo emocional será igualmente esencial para lograr una buena relación terapéutica y un cumplimiento adec",16 Prevencion e intervencion enfermera en conducta suicida.pdf,¿Cuáles son las repercusiones de la falta de adherencia o el incumplimiento terapéutico?,"La falta de adherencia o el incumplimiento terapéutico tienen numerosas repercusiones, tanto para la salud del paciente como para las dinámicas familiares, el gasto farmacéutico y los costes sociales. También puede llevar a problemas legales como suicidios u homicidios, o heteroagresiones.",bertin-project/bertin-gpt-j-6B-alpaca,21
